id	mode	setup	keys	expected	tess_utterance	tess_reply	source
scientific-047	scientific	angle=deg	1 hyp cos	1.5430806348152437784779056207571			src/CalcManager/CEngine/scifunc.cpp:120-153 + src/CalcManager/Ratpack/transh.cpp, src/CalcManager/Ratpack/itransh.cpp
# tanh 1
scientific-048	scientific	angle=deg	1 hyp tan	0.76159415595576488811945828260479			src/CalcManager/CEngine/scifunc.cpp:120-153 + src/CalcManager/Ratpack/transh.cpp, src/CalcManager/Ratpack/itransh.cpp
# asinh 1
scientific-049	scientific	angle=deg	1 inv hyp sin	0.88137358701954302523260932497979			src/CalcManager/CEngine/scifunc.cpp:120-153 + src/CalcManager/Ratpack/transh.cpp, src/CalcManager/Ratpack/itransh.cpp
# acosh 0.5 -> Invalid input
scientific-050	scientific	angle=deg	0 decimal 5 inv hyp cos	Invalid input			src/CalcManager/Ratpack/itransh.cpp:104-110 -> src/Calculator/Resources/en-US/CEngineStrings.resw:124-126
# log 1000 = 3
scientific-051	scientific		1 0 0 0 log	3			src/CalcManager/CEngine/scifunc.cpp:214-228 + src/CalcManager/CEngine/RationalMath.cpp (Log10 = ln/ln10) + src/CalcManager/Ratpack/exp.cpp:155-233
# log 2
scientific-052	scientific		2 log	0.30102999566398119521373889472449			src/CalcManager/CEngine/scifunc.cpp:214-228 + src/CalcManager/CEngine/RationalMath.cpp (Log10 = ln/ln10) + src/CalcManager/Ratpack/exp.cpp:155-233
# log 0 -> Invalid input
scientific-053	scientific		0 log	Invalid input			src/CalcManager/Ratpack/exp.cpp:160-165 CALC_E_DOMAIN -> src/Calculator/Resources/en-US/CEngineStrings.resw:124-126
# ln 10 (inv log)
scientific-054	scientific		1 0 inv log	2.3025850929940456840179914546844			src/CalcManager/CEngine/scifunc.cpp:214-228 + src/CalcManager/CEngine/RationalMath.cpp (Log10 = ln/ln10) + src/CalcManager/Ratpack/exp.cpp:155-233
# ln 1 = 0
scientific-055	scientific		1 inv log	0			src/CalcManager/CEngine/scifunc.cpp:214-228 + src/CalcManager/CEngine/RationalMath.cpp (Log10 = ln/ln10) + src/CalcManager/Ratpack/exp.cpp:155-233
# 10^3 (pow10)
scientific-056	scientific		3 pow10	1,000			src/CalcManager/CEngine/scifunc.cpp:218-220
# e^1 (inv pow10)
scientific-057	scientific		1 inv pow10	2.7182818284590452353602874713527			src/CalcManager/CEngine/scifunc.cpp:226-228 + src/CalcManager/Ratpack/exp.cpp:42-70
# e^2
scientific-058	scientific		2 inv pow10	7.389056098930650227230427460575			src/CalcManager/CEngine/scifunc.cpp:226-228 + src/CalcManager/Ratpack/exp.cpp:42-70
# 2^10
scientific-059	scientific		2 pow 1 0 equals	1,024			src/CalcManager/CEngine/scioper.cpp:153-159 + src/CalcManager/Ratpack/exp.cpp:278-529
# 2^0.5
scientific-060	scientific		2 pow 0 decimal 5 equals	1.4142135623730950488016887242097			src/CalcManager/CEngine/scioper.cpp:153-159 + src/CalcManager/Ratpack/exp.cpp:278-529
# 2^-10
scientific-061	scientific		2 pow 1 0 negate equals	0.0009765625			src/CalcManager/CEngine/scioper.cpp:153-159 + src/CalcManager/Ratpack/exp.cpp:278-529
# 0^0 = 1
scientific-062	scientific		0 pow 0 equals	1			src/CalcManager/Ratpack/exp.cpp:278-285,421-436 (0^0 special-cased to 1)
# 0^-1 -> Invalid input
scientific-063	scientific		0 pow 1 negate equals	Invalid input			src/CalcManager/Ratpack/exp.cpp:424-428 CALC_E_DOMAIN -> src/Calculator/Resources/en-US/CEngineStrings.resw:124-126
# E11: `10 xʸ 10000` -> Overflow
scientific-064	scientific		1 0 pow 1 0 0 0 0 equals	Overflow			src/CalcManager/CEngine/scioper.cpp:153-159 + src/CalcManager/Ratpack/exp.cpp:278-529; src/CalcManager/CEngine/scidisp.cpp:23,117-120,148-151 (exponent over 4 digits) -> src/Calculator/Resources/en-US/CEngineStrings.resw:136-138
# 1e9999 x 10 -> Overflow
scientific-065	scientific		1 exp 9 9 9 9 multiply 1 0 equals	Overflow			src/CalcManager/CEngine/scidisp.cpp:23,117-120,148-151 (exponent over 4 digits) -> src/Calculator/Resources/en-US/CEngineStrings.resw:136-138
# 3rd root of 27 (inv pow) is exact
scientific-066	scientific		2 7 inv pow 3 equals	3			src/CalcManager/CEngine/scioper.cpp:157-159 + src/CalcManager/Ratpack/exp.cpp:305-412
# 4th root of 16
scientific-067	scientific		1 6 inv pow 4 equals	2			src/CalcManager/CEngine/scioper.cpp:157-159 + src/CalcManager/Ratpack/exp.cpp:305-412
# cube root of -8 is -2 (odd root of a negative)
scientific-068	scientific		8 negate inv pow 3 equals	-2			src/CalcManager/Ratpack/exp.cpp:484-512
# x^3 (inv square)
scientific-069	scientific		3 inv square	27			src/CalcManager/CEngine/scifunc.cpp:209-212
# 1.5^3
scientific-070	scientific		1 decimal 5 inv square	3.375			src/CalcManager/CEngine/scifunc.cpp:209-212
# x^2 in Scientific
scientific-071	scientific		1 2 square	144			src/CalcManager/CEngine/scifunc.cpp:201-203
# sqrt 2 at 32 digits
scientific-072	scientific		2 sqrt	1.4142135623730950488016887242097			src/CalcManager/CEngine/scifunc.cpp:205-207 + src/CalcManager/Ratpack/exp.cpp:305-412 (exact integer roots); src/CalcManager/Ratpack/conv.cpp:1076-1264 (NumberToString, precision 32: src/CalcManager/CalculatorManager.h:25)
# sqrt 2 squared minus 2 snaps to 0
scientific-073	scientific		2 sqrt square subtract 2 equals	0			src/CalcManager/Ratpack/rat.cpp:188-197,346-388 + src/CalcManager/Ratpack/support.cpp:175-176 (a-b smaller than max(|a|,|b|)*10^-P snaps to 0)
# Exp entry shows 1.e+3
scientific-074	scientific		1 exp 3	1.e+3			src/CalcManager/CEngine/scicomm.cpp:825-832 + src/CalcManager/CEngine/CalcInput.cpp:197-209,273-325
# 1 Exp 3 = 1,000
scientific-075	scientific		1 exp 3 equals	1,000			src/CalcManager/CEngine/scicomm.cpp:825-832 + src/CalcManager/CEngine/CalcInput.cpp:197-209,273-325
# 1.5 Exp 3 + 1
scientific-076	scientific		1 decimal 5 exp 3 add 1 equals	1,501			src/CalcManager/CEngine/scicomm.cpp:825-832 + src/CalcManager/CEngine/CalcInput.cpp:197-209,273-325
# negative exponent: 2 Exp -5
scientific-077	scientific		2 exp 5 negate equals	0.00002			src/CalcManager/CEngine/scicomm.cpp:825-832 + src/CalcManager/CEngine/CalcInput.cpp:197-209,273-325 + src/CalcManager/CEngine/CalcInput.cpp:36-39
# pi
scientific-078	scientific		pi	3.1415926535897932384626433832795			src/CalcManager/CEngine/scicomm.cpp:770-781 + src/CalcManager/Ratpack/ratconst.h:178-200 (pi to 2e-47)
# 2 pi
scientific-079	scientific		pi multiply 2 equals	6.283185307179586476925286766559			src/CalcManager/CEngine/scicomm.cpp:770-781 + src/CalcManager/Ratpack/ratconst.h:178-200 (pi to 2e-47)
# 17 Mod 5
scientific-080	scientific		1 7 mod 5 equals	2			src/CalcManager/CEngine/scioper.cpp:94-151 + src/CalcManager/Ratpack/logic.cpp:229-253 (sign of the divisor; X mod 0 = X)
# -17 Mod 5 takes the divisor's sign
scientific-081	scientific		1 7 negate mod 5 equals	3			src/CalcManager/CEngine/scioper.cpp:94-151 + src/CalcManager/Ratpack/logic.cpp:229-253 (sign of the divisor; X mod 0 = X)
# 17 Mod -5
scientific-082	scientific		1 7 mod 5 negate equals	-3			src/CalcManager/CEngine/scioper.cpp:94-151 + src/CalcManager/Ratpack/logic.cpp:229-253 (sign of the divisor; X mod 0 = X)
# 7.5 Mod 2
scientific-083	scientific		7 decimal 5 mod 2 equals	1.5			src/CalcManager/CEngine/scioper.cpp:94-151 + src/CalcManager/Ratpack/logic.cpp:229-253 (sign of the divisor; X mod 0 = X)
# 5 Mod 0 returns 5
scientific-084	scientific		5 mod 0 equals	5			src/CalcManager/CEngine/scioper.cpp:94-151 + src/CalcManager/Ratpack/logic.cpp:229-253 (sign of the divisor; X mod 0 = X)
# Scientific 1 / 0
scientific-085	scientific		1 divide 0 equals	Cannot divide by zero			src/CalcManager/Ratpack/rat.cpp:144-148 CALC_E_DIVIDEBYZERO -> src/Calculator/Resources/en-US/CEngineStrings.resw:416-418
# memory shared with Standard's rules
scientific-086	scientific		mc 5 ms 3 mplus mr	8			src/CalcManager/CalculatorManager.cpp:326-445 + src/CalcManager/CEngine/scicomm.cpp:732-769 (memory slot 0 = newest)
# F-E forces e-notation (LAST scientific line: the engine keeps F-E across C)
scientific-087	scientific		1 2 3 fe	1.23e+2			src/CalcManager/CEngine/scicomm.cpp:819-823 + src/CalcManager/Ratpack/conv.cpp:1162-1190,1242-1255
# ---- programmer ----
# E11: 255 DEC -> HEX FF
programmer-001	programmer	radix=dec word=qword	2 5 5 radix_hex	FF			src/CalcManager/CEngine/scicomm.cpp:669-677 + src/CalcManager/CEngine/sciset.cpp:12-51; src/CalcManager/CEngine/scicomm.cpp:1161-1193 + src/CalcManager/CEngine/scidisp.cpp:54-76,246-265 (+ BIN pad src/Calculator.ViewModels/StandardCalculatorViewModel.cs:1941-1958)
# E11: 255 DEC -> OCT 377
programmer-002	programmer	radix=dec word=qword	2 5 5 radix_oct	377			src/CalcManager/CEngine/scicomm.cpp:669-677 + src/CalcManager/CEngine/sciset.cpp:12-51; src/CalcManager/CEngine/scicomm.cpp:1161-1193 + src/CalcManager/CEngine/scidisp.cpp:54-76,246-265 (+ BIN pad src/Calculator.ViewModels/StandardCalculatorViewModel.cs:1941-1958)
# E11: 255 DEC -> BIN 1111 1111
programmer-003	programmer	radix=dec word=qword	2 5 5 radix_bin	1111 1111			src/CalcManager/CEngine/scicomm.cpp:669-677 + src/CalcManager/CEngine/sciset.cpp:12-51; src/CalcManager/CEngine/scicomm.cpp:1161-1193 + src/CalcManager/CEngine/scidisp.cpp:54-76,246-265 (+ BIN pad src/Calculator.ViewModels/StandardCalculatorViewModel.cs:1941-1958)
# HEX FF -> DEC 255
programmer-004	programmer	radix=hex word=qword	F F radix_dec	255			src/CalcManager/CEngine/scicomm.cpp:669-677 + src/CalcManager/CEngine/sciset.cpp:12-51
# HEX grouping in fours
programmer-005	programmer	radix=hex word=qword	A B C D E F	AB CDEF			src/CalcManager/CEngine/scicomm.cpp:1161-1193 + src/CalcManager/CEngine/scidisp.cpp:54-76,246-265 (+ BIN pad src/Calculator.ViewModels/StandardCalculatorViewModel.cs:1941-1958)
# OCT grouping in threes
programmer-006	programmer	radix=oct word=qword	1 2 3 4 5 6 7	1 234 567			src/CalcManager/CEngine/scicomm.cpp:1161-1193 + src/CalcManager/CEngine/scidisp.cpp:54-76,246-265 (+ BIN pad src/Calculator.ViewModels/StandardCalculatorViewModel.cs:1941-1958)
# OCT 777 -> DEC 511
programmer-007	programmer	radix=oct word=qword	7 7 7 radix_dec	511			src/CalcManager/CEngine/scicomm.cpp:669-677 + src/CalcManager/CEngine/sciset.cpp:12-51
# BIN display is padded to the nibble
programmer-008	programmer	radix=bin word=qword	1 0 1	0101			src/CalcManager/CEngine/scicomm.cpp:1161-1193 + src/CalcManager/CEngine/scidisp.cpp:54-76,246-265 (+ BIN pad src/Calculator.ViewModels/StandardCalculatorViewModel.cs:1941-1958)
# BIN 101 -> DEC 5
programmer-009	programmer	radix=bin word=qword	1 0 1 radix_dec	5			src/CalcManager/CEngine/scicomm.cpp:669-677 + src/CalcManager/CEngine/sciset.cpp:12-51
# BIN 11111111 + 1 in QWORD
programmer-010	programmer	radix=bin word=qword	1 1 1 1 1 1 1 1 add 1 equals	0001 0000 0000			src/CalcManager/CEngine/scicomm.cpp:1161-1193 + src/CalcManager/CEngine/scidisp.cpp:54-76,246-265 (+ BIN pad src/Calculator.ViewModels/StandardCalculatorViewModel.cs:1941-1958)
# DEC grouping
programmer-011	programmer	radix=dec word=qword	1 2 3 4 5 6 7	1,234,567			src/CalcManager/CEngine/scidisp.cpp:246-265,286-384 + src/CalcManager/CEngine/calc.cpp:20-21 ("," every 3)
# E11: BYTE 255 + 1 -> 0 (typed in HEX)
programmer-012	programmer	radix=hex word=byte	F F add 1 equals	0			src/CalcManager/CEngine/scidisp.cpp:54-76,106-110 (results wrap to the word size) + src/CalcManager/CEngine/scicomm.cpp:1178-1183
# BYTE 127 + 1 wraps to -128 in DEC
programmer-013	programmer	radix=dec word=byte	1 2 7 add 1 equals	-128			src/CalcManager/CEngine/scidisp.cpp:54-76,106-110 (results wrap to the word size) + src/CalcManager/CEngine/scicomm.cpp:1178-1183
# DEC BYTE: 255 cannot be typed (the third digit is refused)
programmer-014	programmer	radix=dec word=byte	2 5 5	25			src/CalcManager/CEngine/CalcInput.cpp:103-167 + src/CalcManager/CEngine/sciset.cpp:144-164 (max digits per word size)
# E11: QWORD −1 -> FFFF FFFF FFFF FFFF
programmer-015	programmer	radix=dec word=qword	1 negate radix_hex	FFFF FFFF FFFF FFFF			src/CalcManager/CEngine/scicomm.cpp:679-691 + src/CalcManager/CEngine/sciset.cpp:12-51 + src/CalcManager/CEngine/scidisp.cpp:54-76 (two's complement at the word size); src/CalcManager/CEngine/scicomm.cpp:1161-1193 + src/CalcManager/CEngine/scidisp.cpp:54-76,246-265 (+ BIN pad src/Calculator.ViewModels/StandardCalculatorViewModel.cs:1941-1958)
# -1 in DEC QWORD
programmer-016	programmer	radix=dec word=qword	1 negate	-1			src/CalcManager/CEngine/scicomm.cpp:699-730 + src/CalcManager/CEngine/CalcInput.cpp:28-57
# negate in HEX is two's complement
programmer-017	programmer	radix=hex word=qword	1 negate	FFFF FFFF FFFF FFFF			src/CalcManager/CEngine/scicomm.cpp:699-730 + src/CalcManager/CEngine/CalcInput.cpp:28-57; src/CalcManager/CEngine/scicomm.cpp:154 (+/- outside DEC ends the entry); src/CalcManager/CEngine/scicomm.cpp:679-691 + src/CalcManager/CEngine/sciset.cpp:12-51 + src/CalcManager/CEngine/scidisp.cpp:54-76 (two's complement at the word size)
# QWORD 16 F's + 1 wraps to 0
programmer-018	programmer	radix=hex word=qword	F F F F F F F F F F F F F F F F add 1 equals	0			src/CalcManager/CEngine/scidisp.cpp:54-76,106-110 (results wrap to the word size) + src/CalcManager/CEngine/scicomm.cpp:1178-1183
# DWORD 7FFFFFFF + 1 = 8000 0000
programmer-019	programmer	radix=hex word=dword	7 F F F F F F F add 1 equals	8000 0000			src/CalcManager/CEngine/scidisp.cpp:54-76,106-110 (results wrap to the word size) + src/CalcManager/CEngine/scicomm.cpp:1178-1183
# DWORD 2147483647 + 1 = -2,147,483,648
programmer-020	programmer	radix=dec word=dword	2 1 4 7 4 8 3 6 4 7 add 1 equals	-2,147,483,648			src/CalcManager/CEngine/scidisp.cpp:54-76,106-110 (results wrap to the word size) + src/CalcManager/CEngine/scicomm.cpp:1178-1183; src/CalcManager/CEngine/CalcInput.cpp:103-167 + src/CalcManager/CEngine/sciset.cpp:144-164 (max digits per word size)
# WORD 32767 + 1 = -32,768
programmer-021	programmer	radix=dec word=word	3 2 7 6 7 add 1 equals	-32,768			src/CalcManager/CEngine/scidisp.cpp:54-76,106-110 (results wrap to the word size) + src/CalcManager/CEngine/scicomm.cpp:1178-1183
# E11: NOT 0 (WORD) -> FFFF
programmer-022	programmer	radix=hex word=word	0 not	FFFF			src/CalcManager/CEngine/scifunc.cpp:38-48 (NOT = x XOR word mask)
# NOT 0 (WORD) in DEC is -1
programmer-023	programmer	radix=dec word=word	0 not	-1			src/CalcManager/CEngine/scifunc.cpp:38-48 (NOT = x XOR word mask); src/CalcManager/CEngine/scicomm.cpp:1161-1193 + src/CalcManager/CEngine/scidisp.cpp:54-76,246-265 (+ BIN pad src/Calculator.ViewModels/StandardCalculatorViewModel.cs:1941-1958)
# NOT F0 (BYTE) = F
programmer-024	programmer	radix=hex word=byte	F 0 not	F			src/CalcManager/CEngine/scifunc.cpp:38-48 (NOT = x XOR word mask)
# NOT 0 (QWORD) in HEX
programmer-025	programmer	radix=hex word=qword	0 not	FFFF FFFF FFFF FFFF			src/CalcManager/CEngine/scifunc.cpp:38-48 (NOT = x XOR word mask)
# E11: AND pair C and A = 8
programmer-026	programmer	radix=hex word=qword	C and A equals	8			src/CalcManager/CEngine/scioper.cpp:19-29 + src/CalcManager/Ratpack/logic.cpp:74-135
# E11: OR pair C or A = E
programmer-027	programmer	radix=hex word=qword	C or A equals	E			src/CalcManager/CEngine/scioper.cpp:19-29 + src/CalcManager/Ratpack/logic.cpp:74-135
# E11: XOR pair C xor A = 6
programmer-028	programmer	radix=hex word=qword	C xor A equals	6			src/CalcManager/CEngine/scioper.cpp:19-29 + src/CalcManager/Ratpack/logic.cpp:74-135
# 12 AND 10 = 8 (DEC)
programmer-029	programmer	radix=dec word=qword	1 2 and 1 0 equals	8			src/CalcManager/CEngine/scioper.cpp:19-29 + src/CalcManager/Ratpack/logic.cpp:74-135
# 12 OR 3 = 15
programmer-030	programmer	radix=dec word=qword	1 2 or 3 equals	15			src/CalcManager/CEngine/scioper.cpp:19-29 + src/CalcManager/Ratpack/logic.cpp:74-135
# 12 XOR 5 = 9
programmer-031	programmer	radix=dec word=qword	1 2 xor 5 equals	9			src/CalcManager/CEngine/scioper.cpp:19-29 + src/CalcManager/Ratpack/logic.cpp:74-135
# AND binds tighter than OR: 1 or 2 and 3 = 3
programmer-032	programmer	radix=dec word=qword	1 or 2 and 3 equals	3			src/CalcManager/CalculatorManager.cpp:183; src/CalcManager/CEngine/scicomm.cpp:274-345 (precedence stack); src/CalcManager/CEngine/scicomm.cpp:31-58 (NPrecedenceOfOp)
# + binds tighter than AND: 5 + 3 and 6 = 0
programmer-033	programmer	radix=dec word=qword	5 add 3 and 6 equals	0			src/CalcManager/CalculatorManager.cpp:183; src/CalcManager/CEngine/scicomm.cpp:274-345 (precedence stack); src/CalcManager/CEngine/scicomm.cpp:31-58 (NPrecedenceOfOp)
# Programmer respects precedence: 2 + 3 x 4 = 14
programmer-034	programmer	radix=dec word=qword	2 add 3 multiply 4 equals	14			src/CalcManager/CalculatorManager.cpp:201 + src/CalcManager/CEngine/scicomm.cpp:274-345
# parentheses in Programmer
programmer-035	programmer	radix=dec word=qword	lparen 2 add 3 rparen multiply 4 equals	20			src/CalcManager/CEngine/scicomm.cpp:556-666 (+ implicit x: :576-581 before '(', :196-227 after ')')
# 7 / 2 truncates to 3
programmer-036	programmer	radix=dec word=qword	7 divide 2 equals	3			src/CalcManager/CEngine/scioper.cpp:94-131 + src/CalcManager/CEngine/scidisp.cpp:106-110 (integer truncation)
# -7 / 2 truncates toward zero to -3
programmer-037	programmer	radix=dec word=qword	7 negate divide 2 equals	-3			src/CalcManager/CEngine/scioper.cpp:94-131 + src/CalcManager/CEngine/scidisp.cpp:106-110 (integer truncation)
# 5 / 2 x 2 = 4 (truncated between operators)
programmer-038	programmer	radix=dec word=qword	5 divide 2 multiply 2 equals	4			src/CalcManager/CEngine/scioper.cpp:94-131 + src/CalcManager/CEngine/scidisp.cpp:106-110 (integer truncation)
# Programmer 1 / 0
programmer-039	programmer	radix=dec word=qword	1 divide 0 equals	Cannot divide by zero			src/CalcManager/Ratpack/rat.cpp:144-148 CALC_E_DIVIDEBYZERO -> src/Calculator/Resources/en-US/CEngineStrings.resw:416-418
# 17 Mod 5
programmer-040	programmer	radix=dec word=qword	1 7 mod 5 equals	2			src/CalcManager/CEngine/scioper.cpp:132-143 + src/CalcManager/Ratpack/logic.cpp:192-222 (remainder, sign of the dividend)
# -17 Mod 5 keeps the dividend's sign
programmer-041	programmer	radix=dec word=qword	1 7 negate mod 5 equals	-2			src/CalcManager/CEngine/scioper.cpp:132-143 + src/CalcManager/Ratpack/logic.cpp:192-222 (remainder, sign of the dividend)
# 5 Mod 0 -> Result is undefined
programmer-042	programmer	radix=dec word=qword	5 mod 0 equals	Result is undefined			src/CalcManager/Ratpack/logic.cpp:192-198 CALC_E_INDEFINITE -> src/Calculator/Resources/en-US/CEngineStrings.resw:128-130
# 1 Lsh 4 = 16
programmer-043	programmer	radix=dec word=qword	1 lsh 4 equals	16			src/CalcManager/CEngine/scioper.cpp:39-80 + src/CalcManager/Ratpack/logic.cpp:20-62
# 1 Lsh 63 sets the sign bit
programmer-044	programmer	radix=dec word=qword	1 lsh 6 3 equals	-9,223,372,036,854,775,808			src/CalcManager/CEngine/scioper.cpp:39-80 + src/CalcManager/Ratpack/logic.cpp:20-62; src/CalcManager/CEngine/scicomm.cpp:1161-1193 + src/CalcManager/CEngine/scidisp.cpp:54-76,246-265 (+ BIN pad src/Calculator.ViewModels/StandardCalculatorViewModel.cs:1941-1958)
# E11 wrote '1 Lsh 64 (QWORD) -> 0'; the source gives Result not defined (shift >= word size)
programmer-045	programmer	radix=dec word=qword	1 lsh 6 4 equals	Result not defined			src/CalcManager/CEngine/scioper.cpp:73-77 CALC_E_NORESULT (src/CalcManager/Ratpack/CalcErr.h:87) -> src/Calculator/Resources/en-US/CEngineStrings.resw:140-142
# BYTE 1 Lsh 7 = -128
programmer-046	programmer	radix=dec word=byte	1 lsh 7 equals	-128			src/CalcManager/CEngine/scioper.cpp:39-80 + src/CalcManager/Ratpack/logic.cpp:20-62; src/CalcManager/CEngine/scidisp.cpp:54-76,106-110 (results wrap to the word size) + src/CalcManager/CEngine/scicomm.cpp:1178-1183
# BYTE 1 Lsh 8 -> Result not defined
programmer-047	programmer	radix=dec word=byte	1 lsh 8 equals	Result not defined			src/CalcManager/CEngine/scioper.cpp:73-77 CALC_E_NORESULT (src/CalcManager/Ratpack/CalcErr.h:87) -> src/Calculator/Resources/en-US/CEngineStrings.resw:140-142
# 16 Rsh 2 = 4
programmer-048	programmer	radix=dec word=qword	1 6 rsh 2 equals	4			src/CalcManager/CEngine/scioper.cpp:39-80 + src/CalcManager/Ratpack/logic.cpp:20-62
# Rsh is arithmetic: -16 Rsh 2 = -4
programmer-049	programmer	radix=dec word=qword	1 6 negate rsh 2 equals	-4			src/CalcManager/CEngine/scioper.cpp:39-80 + src/CalcManager/Ratpack/logic.cpp:20-62
# WORD 8000 Rsh 4 = F800 (sign extended)
programmer-050	programmer	radix=hex word=word	8 0 0 0 rsh 4 equals	F800			src/CalcManager/CEngine/scioper.cpp:39-80 + src/CalcManager/Ratpack/logic.cpp:20-62
# 256 Rsh 64 -> Result not defined
programmer-051	programmer	radix=dec word=qword	2 5 6 rsh 6 4 equals	Result not defined			src/CalcManager/CEngine/scioper.cpp:39-44 CALC_E_NORESULT -> src/Calculator/Resources/en-US/CEngineStrings.resw:140-142
# RoL (inv Lsh) 5 = 10
programmer-052	programmer	radix=dec word=qword	5 inv lsh	10			src/CalcManager/CEngine/scifunc.cpp:50-96 (RoL / RoR by one bit within the word)
# RoL in BYTE carries the top bit round: 81 -> 3
programmer-053	programmer	radix=hex word=byte	8 1 inv lsh	3			src/CalcManager/CEngine/scifunc.cpp:50-96 (RoL / RoR by one bit within the word)
# RoR (inv Rsh) in BYTE: 1 -> 80
programmer-054	programmer	radix=hex word=byte	1 inv rsh	80			src/CalcManager/CEngine/scifunc.cpp:50-96 (RoL / RoR by one bit within the word)
# word size QWORD -> DWORD -> WORD -> BYTE truncates 300 to 44
programmer-055	programmer	radix=dec word=qword	3 0 0 word word word	44			src/CalcManager/CEngine/scicomm.cpp:679-691 + src/CalcManager/CEngine/sciset.cpp:12-51 + src/CalcManager/CEngine/scidisp.cpp:54-76 (two's complement at the word size)
# 65535 in WORD reads -1
programmer-056	programmer	radix=dec word=qword	6 5 5 3 5 word word	-1			src/CalcManager/CEngine/scicomm.cpp:679-691 + src/CalcManager/CEngine/sciset.cpp:12-51 + src/CalcManager/CEngine/scidisp.cpp:54-76 (two's complement at the word size)
# 128 in BYTE reads -128
programmer-057	programmer	radix=dec word=qword	1 2 8 word word word	-128			src/CalcManager/CEngine/scicomm.cpp:679-691 + src/CalcManager/CEngine/sciset.cpp:12-51 + src/CalcManager/CEngine/scidisp.cpp:54-76 (two's complement at the word size)
# BYTE 80 -> QWORD sign-extends
programmer-058	programmer	radix=hex word=byte	8 0 word	FFFF FFFF FFFF FF80			src/CalcManager/CEngine/sciset.cpp:14-31 (sign extension) + src/CalcManager/CEngine/scidisp.cpp:54-76
# the decimal key does nothing in Programmer
programmer-059	programmer	radix=dec word=qword	5 decimal 5	55			src/CalcManager/CEngine/scicomm.cpp:869-875 (integer mode: '.' ignored) + docs/plan/r11/calculator.md 4.14 (disabled key)
# QWORD DEC max 9223372036854775807 + 1
programmer-060	programmer	radix=dec word=qword	9 2 2 3 3 7 2 0 3 6 8 5 4 7 7 5 8 0 7 add 1 equals	-9,223,372,036,854,775,808			src/CalcManager/CEngine/scidisp.cpp:54-76,106-110 (results wrap to the word size) + src/CalcManager/CEngine/scicomm.cpp:1178-1183; src/CalcManager/CEngine/CalcInput.cpp:103-167 + src/CalcManager/CEngine/sciset.cpp:144-164 (max digits per word size)
# backspace in HEX
programmer-061	programmer	radix=hex word=qword	F F backspace	F			src/CalcManager/CEngine/scicomm.cpp:472-484 + src/CalcManager/CEngine/CalcInput.cpp:211-252
# HEX to OCT
programmer-062	programmer	radix=hex word=qword	F F radix_oct	377			src/CalcManager/CEngine/scicomm.cpp:669-677 + src/CalcManager/CEngine/sciset.cpp:12-51
# HEX A + 1 = B
programmer-063	programmer	radix=hex word=qword	A add 1 equals	B			src/CalcManager/CEngine/scidisp.cpp:54-76,106-110 (results wrap to the word size) + src/CalcManager/CEngine/scicomm.cpp:1178-1183
# 64 BIN digits = precision 64: no e-notation switch in Programmer (it needs MORE digits than the precision)
programmer-064	programmer	radix=dec word=qword	1 negate radix_bin	1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111			src/CalcManager/Ratpack/conv.cpp:1083-1087 + src/CalcManager/CalculatorManager.h:26; src/CalcManager/CEngine/scicomm.cpp:1161-1193 + src/CalcManager/CEngine/scidisp.cpp:54-76,246-265 (+ BIN pad src/Calculator.ViewModels/StandardCalculatorViewModel.cs:1941-1958)
# ---- converter ----
# Liters -> Milliliters
converter-001	converter	category=Volume from=Liters to=Milliliters	1	1,000			src/CalcManager/UnitConverter.cpp:593-603,865-925 + src/CalcManager/NumberFormattingUtils.cpp:12-68 + src/Calculator.ViewModels/UnitConverterViewModel.cs:1202-1330; src/Calculator.ViewModels/DataLoaders/UnitConverterDataLoader.cs:591 (ratio = from / to factor, :740-757)
# Gallons (US) -> Liters
converter-002	converter	category=Volume from=Gallons (US) to=Liters	1	3.785412			src/CalcManager/UnitConverter.cpp:593-603,865-925 + src/CalcManager/NumberFormattingUtils.cpp:12-68 + src/Calculator.ViewModels/UnitConverterViewModel.cs:1202-1330; src/Calculator.ViewModels/DataLoaders/UnitConverterDataLoader.cs:591 (ratio = from / to factor, :740-757)
# Cups (US) -> Milliliters
converter-003	converter	category=Volume from=Cups (US) to=Milliliters	2	473.1765			src/CalcManager/UnitConverter.cpp:593-603,865-925 + src/CalcManager/NumberFormattingUtils.cpp:12-68 + src/Calculator.ViewModels/UnitConverterViewModel.cs:1202-1330; src/Calculator.ViewModels/DataLoaders/UnitConverterDataLoader.cs:591 (ratio = from / to factor, :740-757)
# E12: 1 mile -> 1.609344 kilometers
converter-004	converter	category=Length from=Miles to=Kilometers	1	1.609344			src/CalcManager/UnitConverter.cpp:593-603,865-925 + src/CalcManager/NumberFormattingUtils.cpp:12-68 + src/Calculator.ViewModels/UnitConverterViewModel.cs:1202-1330; src/Calculator.ViewModels/DataLoaders/UnitConverterDataLoader.cs:551 (ratio = from / to factor, :740-757)
# E26/T15-52: 5 miles is 8.04672 kilometers
